http://www.youtube.com/watch?v=G8NcazTLk5g,start,end,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.youtube.com/watch?v=5vndjLu2MLQ,12/30/10,03/07/12,0.0,240.1800,252.8211,266.3049,270.5186,272.2040,272.2040,275.5750,277.2605,279.7887,281.4741,283.1596,284.8451,284.8451,286.5306,287.3733,288.2160,290.7442,291.5870,291.5870,291.5870,292.4297,292.4297,292.4297,292.4297,293.2725,294.9579,295.8007,295.8007,295.8007,295.8007,295.8007,300.8571,301.6998,301.6998,302.5426,302.5426,303.3853,305.9135,306.7563,310.9699,310.9699,311.8127,312.6554,312.6554,312.6554,312.6554,313.4981,314.3409,315.1836,318.5546,319.3973,323.6110,324.4537,325.2965,325.2965,327.8247,329.5102,330.3529,330.3529,332.8811,334.5666,339.6230,339.6230,342.9939,349.7358,351.4213,366.5906,380.0744,386.8163,392.7154,396.9291,401.9855,404.5138,407.0420,408.7274,412.0984,412.9411,417.9975,417.9975,418.8403,423.8967,428.1104,428.1104,540.1944,562.9483,572.2184,632.8955,675.8751,684.3025,685.9879,687.6734,695.2581,695.2581,696.1008,696.9435,700.3145,702.0,702.0,702.0
http://www.youtube.com/watch?v=yaTChOpd9SU,start,end,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.youtube.com/watch?v=px6X_otbZI0,09/30/09,03/07/12,0.0,493.8295,609.0564,674.9003,724.2833,740.7442,790.1272,823.0492,823.0492,872.4321,905.3541,938.2761,954.7370,971.1980,987.6590,1004.120,1020.581,1037.042,1053.503,1069.963,1086.424,1102.885,1152.268,1168.729,1201.651,1218.112,1283.956,1283.956,1300.417,1333.339,1349.800,1366.261,1382.722,1382.722,1399.183,1415.644,1432.105,1448.566,1481.488,1497.949,1547.332,1794.247,1843.630,1876.552,1909.474,1942.396,1975.318,2008.240,2024.701,2074.084,2107.006,2123.466,2156.388,2189.310,2222.232,2255.154,2288.076,2320.998,2353.920,2386.842,2419.764,2436.225,2469.147,2485.608,2518.530,2567.913,2617.296,2633.757,2650.218,2666.679,2699.601,2716.062,2748.984,2765.445,2798.367,2831.289,2897.133,3045.282,3242.813,3489.728,3835.409,4279.855,4938.295,5563.812,5942.415,6337.478,6798.386,7176.989,7572.052,7934.194,8296.336,8757.243,9234.612,9711.980,10403.34,11012.39,11604.99,12230.51,12921.87,13712.0
http://www.youtube.com/watch?v=k4-YneUnM8c,09/30/09,03/07/12,0.0,469.6086,530.8619,564.0408,579.3541,589.5630,604.8763,607.4285,609.9807,612.5330,627.8463,645.7118,650.8163,653.3685,655.9207,663.5774,671.2340,678.8907,689.0996,691.6518,699.3085,709.5174,717.1740,732.4873,737.5918,742.6962,752.9051,760.5618,768.2184,778.4273,791.1884,801.3973,803.9495,811.6062,824.3673,832.0240,847.3373,860.0984,875.4117,893.2773,908.5906,964.7394,1010.679,1033.649,1064.276,1082.141,1100.007,1117.872,1122.977,1143.394,1156.156,1168.917,1186.782,1212.304,1227.618,1245.483,1263.349,1271.006,1293.975,1329.707,1362.885,1390.960,1413.930,1439.452,1459.870,1490.496,1500.705,1510.914,1536.436,1561.959,1567.063,1582.376,1592.585,1602.794,1610.451,1620.660,1633.421,1656.391,1689.570,1717.644,1738.062,1761.032,1794.211,1835.046,1858.016,1868.225,1880.986,1896.300,1906.509,1911.613,1924.374,1934.583,1949.896,1975.418,2018.806,2026.463,2044.328,2069.851,2097.925,2126.0
http://www.youtube.com/watch?v=9_nJ4vDnqrc,09/30/09,03/07/12,0.0,10411.75,11981.25,12644.42,13064.43,13373.91,13594.96,13749.70,13904.44,14059.18,14213.92,14346.56,14479.19,14589.72,14700.25,14788.67,14899.20,14987.62,15053.94,15120.25,15186.57,15274.99,15363.42,15429.73,15518.16,15628.68,15717.11,15783.42,15805.53,15849.74,15893.95,16026.59,16092.90,16137.11,16203.43,16313.96,16380.28,16424.49,16490.80,16512.91,16579.23,16601.33,16667.65,16733.97,16778.18,16822.39,16888.71,16932.92,16999.23,17043.45,17065.55,17109.76,17131.87,17153.97,17198.18,17242.40,17264.50,17286.61,17308.71,17352.92,17352.92,17529.77,17551.87,17573.98,17596.09,17618.19,17640.30,17684.51,17706.61,17728.72,17772.93,17795.04,17839.25,17861.35,17883.46,17905.57,17927.67,17971.88,17993.99,18038.20,18060.30,18082.41,18126.62,18148.73,18170.83,18170.83,18192.94,18192.94,18215.04,18215.04,18259.26,18281.36,18281.36,18303.47,18347.68,18347.68,18369.78,18369.78,18414.0,18414.0
http://www.youtube.com/watch?v=klyP7z4QAIE,09/30/09,03/07/12,0.0,8734.639,10597.70,11323.57,11880.07,12315.60,12605.94,12896.29,13186.64,13452.79,13646.36,13839.92,14009.29,14202.86,14348.03,14517.40,14638.38,14759.36,14856.14,15001.32,15098.10,15219.08,15388.45,15533.62,15751.38,16065.93,16259.49,16428.86,16477.25,16574.03,16646.62,16695.01,16767.60,16864.38,16961.17,17082.14,17178.93,17251.51,17324.10,17396.69,17493.47,17566.06,17638.64,17735.43,17832.21,17928.99,18001.58,18098.36,18195.15,18243.54,18291.93,18364.51,18437.10,18509.69,18582.28,18654.86,18727.45,18775.84,18824.23,18872.62,18921.02,18969.41,19041.99,19114.58,19162.97,19187.17,19259.75,19308.15,19356.54,19404.93,19429.12,19453.32,19501.71,19550.10,19598.49,19622.69,19646.89,19671.08,19695.28,19719.47,19743.67,19767.86,19792.06,19864.65,19913.04,19913.04,19913.04,19913.04,19937.23,19937.23,19961.43,19985.63,20009.82,20034.02,20082.41,20106.60,20106.60,20130.80,20155.0,20155.0
http://www.youtube.com/watch?v=aCrJ8cY6nqc,09/30/09,03/07/12,0.0,3426.268,3927.092,4125.831,4276.873,4396.117,4491.512,4563.058,4650.504,4737.949,4801.546,4857.193,4904.890,4944.638,4976.436,5008.235,5040.033,5071.831,5095.680,5135.428,5159.277,5191.075,5230.823,5270.571,5318.268,5397.764,5429.563,5469.310,5469.310,5493.159,5517.008,5532.907,5548.806,5564.705,5588.554,5620.352,5652.151,5668.050,5691.899,5715.747,5747.546,5771.394,5803.193,5819.092,5842.941,5858.840,5866.789,5882.689,5898.588,5906.537,5922.436,5938.336,5954.235,5970.134,5993.983,6001.932,6017.831,6033.731,6041.680,6057.579,6065.529,6081.428,6097.327,6113.226,6129.126,6137.075,6145.025,6160.924,6168.873,6184.773,6184.773,6192.722,6200.672,6208.621,6216.571,6224.521,6256.319,6280.168,6304.016,6319.915,6335.815,6343.764,6375.563,6431.210,6470.957,6494.806,6510.705,6518.655,6526.605,6542.504,6542.504,6550.453,6550.453,6558.403,6582.252,6590.201,6598.151,6606.100,6614.050,6622.0
http://www.youtube.com/watch?v=qh-3dL7XQUI,01/01/09,03/07/12,0.0,10.14285,28.97959,34.77551,42.02040,52.16326,56.51020,68.10204,73.89795,76.79591,82.59183,89.83673,97.08163,105.7755,121.7142,134.7551,144.8979,147.7959,163.7346,184.0204,237.6326,253.5714,270.9591,281.1020,294.1428,305.7346,320.2244,323.1224,324.5714,327.4693,327.4693,331.8163,340.5102,341.9591,344.8571,349.2040,357.8979,363.6938,373.8367,383.9795,389.7755,398.4693,412.9591,418.7551,424.5510,430.3469,434.6938,443.3877,450.6326,454.9795,465.1224,476.7142,497.0,521.6326,537.5714,556.4081,572.3469,578.1428,585.3877,596.9795,733.1836,747.6734,757.8163,763.6122,775.2040,788.2448,792.5918,796.9387,801.2857,805.6326,814.3265,827.3673,836.0612,846.2040,852.0,854.8979,872.2857,879.5306,886.7755,901.2653,925.8979,938.9387,954.8775,962.1224,970.8163,1001.244,1050.510,1075.142,1092.530,1104.122,1111.367,1122.959,1125.857,1131.653,1144.693,1159.183,1167.877,1182.367,1196.857,1207.0
http://www.youtube.com/watch?v=ccGxkq7Wfvk,12/31/08,03/07/12,0.0,28.70108,30.86914,30.86914,30.86914,30.86914,30.86914,30.86914,30.86914,30.86914,30.86914,33.08883,34.17286,34.17286,34.17286,34.17286,34.17286,34.17286,34.17286,34.17286,34.17286,34.17286,34.17286,34.17286,38.61224,38.61224,38.61224,38.61224,38.61224,38.61224,38.61224,38.61224,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,39.69627,41.91596,43.0,43.0,43.0,43.0
http://www.youtube.com/watch?v=tkGjItovbZI,12/30/08,03/07/12,0.0,94.02160,96.15846,99.57743,101.7142,104.0648,104.0648,106.2016,106.2016,107.2701,107.2701,108.3385,109.4069,110.6890,110.6890,112.8259,112.8259,112.8259,112.8259,113.8943,113.8943,113.8943,113.8943,113.8943,121.5870,121.5870,121.5870,121.5870,121.5870,122.8691,122.8691,122.8691,123.9375,125.0060,125.0060,127.1428,127.1428,127.1428,127.1428,127.1428,127.1428,127.1428,128.2112,131.6302,131.6302,131.6302,132.6986,133.7671,133.7671,134.8355,136.1176,136.1176,136.1176,136.1176,136.1176,136.1176,136.1176,136.1176,136.1176,136.1176,136.1176,137.1860,137.1860,142.7418,142.7418,145.9471,147.0156,147.0156,147.0156,149.3661,150.4345,152.5714,154.9219,155.9903,159.1956,162.6146,162.6146,162.6146,162.6146,163.6830,164.7515,164.7515,164.7515,164.7515,164.7515,164.7515,164.7515,164.7515,164.7515,164.7515,165.8199,165.8199,167.1020,169.2388,169.2388,175.8631,178.0,178.0,178.0,178.0
